type;siren;nom;longitude;latitude
CC;200000172;CC Faucigny-Glières;6.408097;46.076863
CC;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;-2.091299;47.441775
CC;200000545;CC des Portes de Romilly-sur-Seine;3.722976;48.510645
CC;200000628;CC Rhône Lez Provence;4.751769;44.291413
CC;200000800;CC Cœur de Sologne;2.028503;47.599437
CC;200000925;CC de la Plaine Dijonnaise;5.225601;47.238461
CC;200000933;CC Sauldre et Sologne;2.432796;47.561069
CC;200004802;CC du Pays de Fayence;6.685616;43.616817
CC;200005932;CC des Portes de Sologne;1.921132;47.724028
CC;200005957;CC de la Région de Rambervillers;6.642844;48.341201
CA;200006682;CA Beaune,Côte et Sud - Communauté Beaune-Chagny-Nolay;4.841572;47.025398
CC;200006716;CC du Nogentais;3.503041;48.493099
CC;200006930;CC du Haut Allier;3.84995;44.728443
CC;200006971;CC du Perche;0.808165;48.317471
CC;200007052;CC de la Marche Berrichonne;1.839004;46.457565
CC;200007177;CC Pays de Nérondes;2.846787;47.004292
CA;200010650;CA du Grand Dole;5.493722;47.077973
CA;200010700;CA Caux Seine Agglo;0.53495;49.519589
CA;200011773;CA Annemasse-les Voirons-Agglomération;6.243054;46.189327
CC;200011781;CC Portes du Berry entre Loire et Val d'Aubois;3.001212;47.049052
CC;200013050;CC Sauer-Pechelbronn;7.764905;48.898196
CC;200015162;CC de l'Oriente;9.499871;42.103442
CC;200016905;CC du Pays de Lamastre;4.584757;44.983159
CC;200017341;CC Lodévois et Larzac;3.313903;43.731146
CA;200017846;CA Étampois Sud-Essonne;2.156585;48.429826
CC;200018083;CC de Desvres-Samer;1.83556;50.66699
CC;200018166;CC Le Grésivaudan;5.883069;45.283529
CC;200018406;CC du Romorantinais et du Monestois;1.743063;47.360174
CC;200018521;CC du Val de Bouzanne;1.82014;46.58698
CA;200018653;CA Cap Excellence;-61.537759;16.23619
CC;200022986;CC du Grand Pic Saint-Loup;3.868716;43.77306
CC;200023075;CC du Pays de Maîche;6.803622;47.247424
CC;200023125;CC Les Portes Briardes entre Villes et Forêts;2.673278;48.767283
CC;200023240;CC Pays de Nemours;2.703049;48.266711
CC;200023299;CC Cœur de Tarentaise;6.531756;45.483792
CA;200023307;CA du Grand Villeneuvois;0.635746;44.447586
CC;200023372;CC de la Vallée de Chamonix-Mont-Blanc;6.893163;45.948385
MET;200023414;Métropole Rouen Normandie;0.520408;49.755261
CC;200023620;CC de la Gascogne Toulousaine;1.089599;43.610431
CA;200023737;CA du Grand Cahors;1.438342;44.457559
CA;200023778;CA du Pays de Saint-Gilles-Croix-de-Vie;-1.878588;46.680095
CC;200023794;CC de Blaye;-0.655446;45.127019
CC;200023919;CC Gâtinais Val de Loing;2.709436;48.146707
CC;200026573;CC Haut-Jura Saint-Claude;5.865644;46.404274
CC;200027027;CC Arc Sud Bretagne;-2.489705;47.555659
CC;200027076;CC Arnon Boischaut Cher;2.337483;46.855488
CC;200027100;CC Méditerranée Porte des Maures;6.244417;43.152744
CU;200027183;CU Perpignan Méditerranée Métropole;2.902878;42.701392
CC;200027217;CC Sarlat-Périgord Noir;1.20182;44.90572
CC;200027308;CC d'Auberive Vingeanne et Montsaugeonnais;5.291736;47.661227
CC;200027548;CC des Savanes;-52.946651;5.364258
CC;200029734;CC des 4B Sud Charente;-0.205233;45.378262
CC;200029999;CC Rives de l'Ain - Pays du Cerdon;5.412946;46.04538
MET;200030195;Métropole Nice Côte d'Azur;7.250987;43.713012
CA;200030385;CA de Blois Agglopolys;1.316402;47.581246
CC;200030435;CC d'Aire-sur-l'Adour;-0.25515;43.696074
CC;200030526;CC du Ried de Marckolsheim;7.556082;48.163507
CA;200030633;CA du Caudrésis et du Catésis;3.385196;50.140339
CC;200030658;CC du Trièves;5.633383;44.919031
CA;200030674;CA Val de Garonne Agglomération;0.170988;44.50184
CC;200032514;CC Berry-Loire-Vauvise;2.90776;47.1566
CA;200033025;CA de Bar-le-Duc - Sud Meuse;5.165032;48.773944
CC;200033090;CC Plaines et Monts de France;2.684213;49.056462
CC;200033116;CC Cluses-Arve et Montagnes;6.575877;46.064209
CC;200033173;CC de la Haute Vallée de Chevreuse;1.970256;48.702795
CA;200033181;CA Chartres Métropole;1.502286;48.446525
CC;200033298;CC des Coëvrons;-0.415423;48.14689
CU;200033579;CU d'Arras;2.768267;50.287896
CC;200033827;CC de Fium'orbu Castellu;9.407046;42.043212
CC;200033868;CC des Ballons des Hautes-Vosges;6.767218;47.882407
CC;200034023;CC Tarn-Agout;1.686649;43.769824
CC;200034031;CC des Monts d'Alban et du Villefranchois;2.458798;43.886901
CC;200034049;CC Centre Tarn;2.189465;43.777398
CC;200034056;CC du Lautrécois et du Pays d'Agout;2.129215;43.707123
CC;200034064;CC du Cordais et du Causse (4 C);1.931567;44.076728
CC;200034098;CC des Montagnes du Giffre;6.613933;46.123449
CC;200034130;CC Gally Mauldre;1.975909;48.879201
CC;200034197;CC de Montaigne Montravel et Gurson;0.117682;44.856569
CC;200034205;CC de la Costa Verde;9.519665;42.370512
CC;200034270;CC du Pays de Barr;7.436282;48.405225
CC;200034379;CC Pays d'Uzès;4.415571;44.021357
CC;200034411;CC du Piémont Cévenol;4.005374;43.908533
CC;200034601;CC Causses Aigoual Cévennes;3.640225;44.08184
CC;200034635;CC du Kochersberg;7.636648;48.660045
CA;200034692;CA du Gard Rhodanien;4.624846;44.158426
CA;200034700;CA Durance-Lubéron-Verdon Agglomération;5.784052;43.825445
CC;200034718;CC de Vitry,Champagne et Der;4.593002;48.726332
CC;200034726;CC Bastides de Lomagne;0.8822;43.722418
CA;200034825;CA du Grand Guéret;1.875015;46.171558
CC;200034833;CC des Bastides Dordogne-Périgord;0.742868;44.859033
CC;200034874;CC Côtes de Meuse Woëvre;5.737516;48.978106
CC;200034882;CC Pays du Mont-Blanc;6.703807;45.925787
CC;200034957;CC du Frontonnais;1.415402;43.795857
CA;200035087;CA Terre de Provence;4.848026;43.842941
CC;200035103;CC de la Vallée de la Haute Sarthe;0.352959;48.512108
CC;200035111;CC des Sources de l'Orne;0.165792;48.607359
CC;200035129;CC de Cèze Cévennes;4.19725;44.248595
CC;200035137;CC Marche Occitane - Val d'Anglin;1.21919;46.467494
CC;200035202;CC Charlieu-Belmont;4.162583;46.163603
CA;200035319;CA Estérel Côte d'Azur Agglomération;6.849913;43.442676
CC;200035327;CC Cazals-Salviac;1.258801;44.685365
CC;200035442;CC du Sud-Artois;2.853188;50.101426
CC;200035533;CC du Grand Saint-Émilionnais;-0.171828;44.892963
CC;200035541;CC des Landes d'Armagnac;-0.324104;44.036756
CC;200035632;CC Armagnac Adour;-0.077774;43.638874
CC;200035707;CC Piège Lauragais Malepère;2.103226;43.249119
CA;200035715;CA Carcassonne Agglo;2.349415;43.206781
CC;200035723;CC Ventoux Sud;5.434083;44.075084
CA;200035731;CA Roannais Agglomération;4.072015;46.043412
CC;200035756;CC Astarac Arros en Gascogne;0.2043;43.399728
CC;200035764;CC de la Beauce Loirétaine;1.795864;48.065556
CC;200035772;CC du Pays du Saintois;6.13745;48.468418
CA;200035814;CA Flers Agglo;-0.563453;48.737426
CC;200035848;CC du Châtillonnais en Berry;1.174281;46.988296
CC;200035855;CC Castelnaudary Lauragais Audois;1.959918;43.315108
CC;200035863;CC Région Lézignanaise,Corbières et Minervois;2.767797;43.193664
CC;200035970;CC Vexin Centre;1.927191;49.081152
CC;200036069;CC du Pays de Mortagne-au-Perche;0.560368;48.520689
CC;200036077;CC du Golfe de Saint-Tropez;6.538759;43.251167
CC;200036135;CC Cœur de France;2.521003;46.725545
CC;200036150;CC des Hauts du Val de Saône;5.889894;47.828082
CC;200036465;CC de Thann-Cernay;7.170948;47.80342
CA;200036473;CA de Saintes;-0.647217;45.748804
CC;200036499;CC de Marana-Golo;9.472991;42.542189
CC;200036523;CC des Bastides en Haut-Agenais Périgord;0.758134;44.509052
CC;200036549;CC Val de Gray;5.599291;47.441191
CC;200037059;CC de la Haute Somme (Combles - Péronne - Roisel);2.92536;49.927362
CC;200037133;CC du Provinois;3.297921;48.558668
CC;200038958;CC de la Pieve de l'Ornano et du Taravo;8.806282;41.887053
CC;200038990;CC de Saint-Méen Montauban;-2.061334;48.206497
CA;200039022;CA Vitré Communauté;-1.192699;48.111464
CC;200039055;CC Ouche et Montagne;4.803512;47.293474
CC;200039063;CC Forêts,Seine et Suzon;5.015293;47.405891
CC;200039204;CC de Lacq-Orthez;-0.620784;43.373101
CC;200039519;CC du Quercy Blanc;1.340429;44.272025
CC;200039642;CC Le Tonnerrois en Bourgogne;3.987921;47.851171
CC;200039709;CC du Serein;4.006016;47.586215
CC;200039758;CC Avallon,Vézelay,Morvan;3.916561;47.487685
CC;200039808;CC des Gorges de l'Ardèche;4.389268;44.404127
CC;200039824;CC Ardèche des Sources et Volcans;4.217371;44.678665
CC;200039832;CC Pays des Vans en Cévennes;4.116195;44.388032
CA;200039857;CA du Pays de Grasse;6.939341;43.65356
MET;200039865;Metz Métropole;6.194897;49.108385
CC;200039907;CC du Sud Messin;6.224821;48.985957
CA;200039915;CA Cannes Pays de Lérins;7.004585;43.555468
CC;200039931;CC Alpes d'Azur;6.888719;43.95548
CC;200039949;CC Rives de Moselle;6.154495;49.212658
CC;200040038;CC Saône Doubs Bresse;5.020402;46.895985
CC;200040095;CC Isle Vern Salembre en Périgord;0.513806;45.144092
CC;200040111;CC Cœur de Chartreuse;5.756941;45.42186
CC;200040137;CC des Lacs de Champagne;4.531214;48.39371
CC;200040178;CC de l'Outre-Forêt;7.882992;48.939441
CC;200040202;CC Provence Verdon;5.959332;43.598989
CC;200040210;CC Lacs et Gorges du Verdon;6.223066;43.628697
CA;200040244;CA du Bocage Bressuirais;-0.478366;46.85769
CC;200040251;CC Bassée-Montois;3.124786;48.477428
CA;200040277;CA Agglo du Pays de Dreux;1.36554;48.745749
CC;200040293;CC du Clunisois;4.655858;46.433857
CC;200040350;CC Bugey Sud;5.688373;45.754371
CC;200040384;CC Isle Double Landais;0.150607;45.013803
CA;200040392;CA Le Grand Périgueux;0.711299;45.193338
CC;200040400;CC du Périgord Ribéracois;0.339832;45.239968
CC;200040418;CC du Pays de Serres en Quercy;1.117199;44.264326
CC;200040426;CC du Val de l'Oise;3.395747;49.781977
CA;200040442;CA Luberon Monts de Vaucluse;5.031757;43.848309
CA;200040459;CA Montélimar Agglomération;4.745639;44.553424
CC;200040475;CC Loué - Brûlon - Noyen;-0.153422;48.00333
CC;200040491;CC Porte de Drômardèche;4.820063;45.180818
CC;200040509;CC du Crestois et de Pays de Saillans Cœur de Drôme;5.056869;44.711276
CC;200040558;CC Écueillé-Valençay;1.561059;47.149185
CA;200040566;CA de l'Ouest Rhodanien;4.429772;45.9007
CC;200040574;CC Beaujolais Pierres Dorées;4.713041;45.945347
CA;200040590;CA Villefranche Beaujolais Saône;4.724382;45.985089
CC;200040624;CC Pays d'Apt-Luberon;5.376461;43.879407
CC;200040657;CC de la Matheysine;5.772184;44.928426
CC;200040681;CC Enclave des Papes-Pays de Grignan;4.986506;44.371583
MET;200040715;Grenoble-Alpes-Métropole;5.7243;45.182081
CC;200040764;CC du Sud Corse;9.27509;41.591047
CC;200040772;CC du Perche et Haut Vendômois;1.210773;47.895219
CC;200040798;CC Val Vanoise;6.643565;45.444651
CC;200040814;CC Briance Sud Haute Vienne;1.360187;45.690212
CC;200040830;CC du Pays de Fénelon;1.362225;44.952149
CC;200040889;CC de Portes Sud Périgord;0.396933;44.678925
CC;200040905;CC Carmausin-Ségala;2.166782;44.051744
CC;200040947;CC de Flandre Intérieure;2.535819;50.719034
CC;200040954;CC des Hauts de Flandre;2.435516;50.969038
CC;200041010;CC Cœur de Savoie;6.055837;45.502196
CC;200041051;CC Vallée de la Dordogne et Forêt Bessède;1.02905;44.8842
CC;200041150;CC Terrassonnais Haut Périgord Noir;1.304607;45.120657
CC;200041168;CC de la Vallée de l'Homme;1.032062;44.941625
CC;200041283;CC de la Plaine du Rhin;8.079937;48.859839
CA;200041317;CA du Niortais;-0.466291;46.327372
CC;200041325;CC du Pays Rhénan;7.9577;48.761615
CC;200041333;CC de Parthenay-Gâtine;-0.239971;46.644251
CC;200041366;CC Rhône Crussol;4.869182;44.929344
CC;200041416;CC Airvaudais-Val du Thouet;-0.150972;46.831566
CC;200041440;CC de Domme-Villefranche du Périgord;1.247374;44.750881
CC;200041465;CC Val Eyrieux;4.424503;44.906244
CC;200041499;CC Aunis Atlantique;-0.857091;46.227044
CA;200041507;CA La Riviera du Levant;-61.472339;16.229731
CC;200041515;CC du Bassin de Pont-à-Mousson;6.04734;48.91042
CC;200041523;CC de la Haute Saintonge;-0.427413;45.444416
CC;200041556;CC Portes de la Creuse en Marche;1.988789;46.342257
CC;200041572;CC Dronne et Belle;0.662133;45.372246
CC;200041614;CC Aunis Sud;-0.756848;46.103571
CC;200041622;CC Ardennes Thiérache;4.433528;49.878894
CA;200041630;CA Ardenne Métropole;4.71728;49.767639
CC;200041689;CC Vals de Saintonge Communauté;-0.520849;45.93997
CC;200041721;CC de la Haute Comté;6.317944;47.891554
CA;200041762;CA Rochefort Océan;-0.967748;45.94403
CA;200041788;CA du Pays Nord Martinique;-61.029497;14.813637
CC;200041853;CC du Pays de Montbozon et du Chanois;6.258785;47.464263
CC;200041861;CC du Triangle Vert;6.271144;47.690835
CC;200041879;CC Terres de Saône;6.029708;47.692694
CC;200041887;CC du Val Marnaysien;5.772888;47.294074
CC;200041960;CC Pévèle-Carembault;3.117747;50.520891
CC;200041994;CC Haut Val de Sèvre;-0.206353;46.413102
CC;200042000;CC Bruyères-Vallons des Vosges;6.71502;48.207997
CA;200042174;CA Lorient Agglomération;-3.378425;47.750687
CC;200042182;CC du Mont des Avaloirs;-0.204373;48.453323
CA;200042190;CA de la Porte du Hainaut;3.3955;50.367796
CC;200042372;CC des Coteaux Arrats Gimone;0.879493;43.624076
CC;200042414;CC Bresse Revermont 71;5.251228;46.738362
CC;200042463;CC de la Montagne Noire;2.377443;43.35153
CC;200042497;CC Dombes Saône Vallée;4.774112;45.942379
CC;200042604;CC de Granville,Terre et Mer;-1.57398;48.83071
CC;200042620;CC de la Région de Suippes;4.532133;49.125966
CC;200042646;CC Grand Orb communauté de communes en Languedoc;3.15926;43.614973
CC;200042653;CC Sud-Hérault;3.036843;43.374052
CC;200042703;CC de l'Argonne Champenoise;4.936022;49.099215
CC;200042729;CC de la Baie du Cotentin;-1.217626;49.309601
CC;200042901;CC Drôme Sud Provence;4.689504;44.357315
CA;200042935;CA Haut - Bugey Agglomération;5.638998;46.264295
CC;200042943;CC du Cap Corse;9.469256;42.774091
CC;200042992;CC Perthois-Bocage et Der;4.64535;48.627161
CC;200043016;CC Val de Charente;0.19643;46.028356
CC;200043065;CC du Val d'Amboise;0.952149;47.430616
CC;200043081;CC Chinon,Vienne et Loire;0.185875;47.212201
CC;200043123;CC Auray Quiberon Terre Atlantique;-2.990838;47.668099
CC;200043156;CC du Pays Rethélois;4.363489;49.498879
CA;200043172;CA du Bassin de Brive;1.517353;45.148038
CC;200043263;CC Cœur de l'Avesnois;3.928852;50.122767
CC;200043321;CC du Pays de Mormal;3.624064;50.250739
CC;200043354;CC de Villedieu Intercom;-1.238902;48.828156
CA;200043396;CA Maubeuge Val de Sambre;3.965341;50.284569
CC;200043404;CC du Sud Avesnois;4.052746;50.007446
CC;200043438;CC de la Moivre à la Coole;4.450151;48.88338
CA;200043495;CA du Pays de Laon;3.610652;49.615005
CC;200043602;CC des Albères,de la Côte Vermeille et de l'Illibéris;3.020314;42.548997
CC;200043628;CC des Vallées du Clain;0.370726;46.455154
CC;200043693;CC Terre Lorraine du Longuyonnais;5.59814;49.461942
CC;200043776;CC Pyrénées Audoises;2.16632;42.894498
CC;200043974;CC du Sud Gironde;-0.254091;44.497761
CC;200043982;CC du Bazadais;-0.216425;44.435195
CC;200043990;CC Vallons de Haute-Bretagne Communauté;-1.796941;47.963534
CC;200044014;CC Creuse Grand Sud;2.174535;45.948902
CC;200044030;CC des 7 Vallées;2.03826;50.373816
CC;200044048;CC Osartis Marquion;2.985556;50.328228
CC;200044253;CC du Bassin de Joinville en Champagne;5.142411;48.442392
CC;200044394;CC du Réolais en Sud Gironde;-0.043815;44.586532
CC;200044469;CC du Pays de Mirepoix;1.868526;43.101062
CA;200044618;CA Douaisis Agglo;3.094897;50.379896
CA;200044691;CA du Nord Grande Terre;-61.487411;16.421325
MET;200046977;Métropole de Lyon;4.835;45.758
CC;200048551;CC du Pays de Craon;-0.949298;47.842596
CA;200049187;CA du Grand Verdun;5.365593;49.153914
CC;200049211;CC Conflent-Canigó;2.429123;42.619497
CC;200049484;CC Berry Grand Sud;2.294844;46.630843
CC;200050532;CC de Petite-Terre;45.27895;-12.798133
MET;200054781;Métropole du Grand Paris;2.347;48.859
MET;200054807;Métropole d'Aix-Marseille-Provence;5.405;43.282
CC;200055481;CC Beauce Val de Loire;1.509282;47.713069
CA;200055655;CA Roissy Pays de France;2.513436;48.997813
CC;200055887;CC Mayenne Communauté;-0.617261;48.303387
CA;200056232;CA Communauté Paris-Saclay;2.190814;48.694549
CA;200056380;CA Plaine Vallée;2.322064;48.989429
CA;200057859;CA Cœur d'Essonne Agglomération;2.327655;48.639041
EPT;200057867;Plaine Commune;2.361465;48.927213
EPT;200057875;Est Ensemble;2.438056;48.884085
EPT;200057941;Paris-Est-Marne et Bois;2.521265;48.817209
CA;200057958;CA Paris - Vallée de la Marne;2.644456;48.846278
EPT;200057966;Vallée Sud Grand Paris;2.29783;48.751021
EPT;200057974;Grand Paris Seine Ouest;2.233989;48.803633
EPT;200057982;Paris Ouest La Défense;2.202314;48.898095
EPT;200057990;Boucle Nord de Seine;2.294231;48.93113
EPT;200058006;Grand Paris Sud Est Avenir;2.452976;48.784506
EPT;200058014;Grand-Orly Seine Bièvre;2.39571;48.789495
EPT;200058097;Paris Terres d'Envol;2.497929;48.940735
CC;200058360;CC Entre Beauce et Perche;1.224246;48.300896
CA;200058477;CA Val d'Yerres Val de Seine;2.504827;48.695959
CA;200058485;CA Val Parisis;2.192575;49.013374
CA;200058519;CA Saint Germain Boucles de Seine;2.102303;48.892587
CA;200058782;CA de Saint-Quentin-en-Yvelines;1.993009;48.778249
EPT;200058790;Grand Paris - Grand Est;2.551491;48.840106
CA;200059228;CA Grand Paris Sud Seine Essonne Sénart;2.433066;48.627362
CC;200059392;CC Bièvre Isère;5.343955;45.34068
CC;200059400;CC Porte Océane du Limousin;0.893218;45.896572
CC;200059871;CC du Centre-Ouest;45.123468;-12.792321
CU;200059889;CU Grand Paris Seine et Oise;1.851264;48.959359
CA;200060010;CA Mauges Communauté;-0.982956;47.203865
CA;200060457;CA de Dembeni/Mamoudzou;45.200869;-12.797599
CA;200060465;CA du Grand Nord de Mayotte;45.12195;-12.709664
CC;200060473;CC du Sud;45.185123;-12.918065
CC;200065563;CC Normandie-Cabourg-Pays d'Auge;-0.089009;49.283366
CC;200065589;CC Val ès Dunes;-0.159707;49.134291
CU;200065597;CU Caen la Mer;-0.37193;49.184316
CA;200065647;CA Pays de Montbéliard Agglomération;6.794689;47.508197
CC;200065787;CC de Pont-Audemer / Val de Risle;0.526847;49.348034
CA;200065886;CA Loire Forez Agglomération;4.069547;45.604196
CC;200065894;CC de Forez-Est;4.21671;45.736781
CA;200065928;CA Lannion-Trégor Communauté;-3.468934;48.746463
CA;200066009;CA Mulhouse Alsace Agglomération;7.326517;47.751678
CC;200066017;CC Lieuvin Pays d'Auge;0.438756;49.134114
CC;200066025;CC Pays Rhin - Brisach;7.547495;48.01983
CC;200066033;CC Sud Alsace Largue;7.121907;47.628583
CC;200066041;CC Sundgau;7.241581;47.621808
CA;200066058;CA Saint-Louis Agglomération;7.551233;47.599505
